#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:29:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a83dccb671	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/AGB}&key:source=J/AJ/123/2772/AGB&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/AGB
#-order=I
#-out=n_Name
#-out=Name
#-out=Vlsr
#-out=Vexp
#-out=IRAS
#-out=NIRAS
#-out=S12um
#-out=S25um
#-out=S60um
#-out=S100um
#-out.all=2
#-out=S4um
#-out=S8um
#-out=S12umM
#-out=S15um
#-out=S21um
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=2MASS
#2MASS=2MASS
#-out=MSX
#MSX=MSX
#-out=GLON
#-out=GLAT
#-out=Vout
#-out=Sblue
#-out=Sred
#-out=vla
#-out=atca
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Coosys	G:	galactic
#Table	J_AJ_123_2772_AGB:
#Name: J/AJ/123/2772/AGB
#Title: The catalogue of 766 OH-selected AGB and post-AGB objects (radio and infra-red data)
#Column	_RAJ2000	(A11)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A11)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_Name	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Name	(A16)	OH name	[ucd=meta.id;meta.main]
#Column	Vlsr	(F6.1)	LSR velocity	[ucd=phys.veloc;pos.lsr]
#Column	Vexp	(F4.1)	Expansion velocity	[ucd=phys.veloc.expansion]
#Column	IRAS	(A10)	IRAS name	[ucd=meta.id.assoc]
#Column	NIRAS	(F6.2)	Distance between OH pos and IRAS pos in fractions of IRAS error ellipse IN THE DIRECTION of the OH source	[ucd=pos.angDistance]
#Column	S12um	(F7.2)	? Flux density at 12{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S25um	(F7.2)	? Flux density at 25{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	S60um	(F8.2)	? Flux density at 60{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	S100um	(F8.2)	? Flux density at 100{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.60-100um]
#Column	S4um	(F6.2)	? MSX flux density at 4{mu}m (B2 band) if within 5" (1)	[ucd=phot.flux.density;em.IR.3-4um]
#Column	S8um	(F6.2)	? MSX flux density at 8{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S12umM	(F7.2)	? MSX flux density at 12{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S15um	(F7.2)	? MSX flux density at 15{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S21um	(F7.2)	? MSX flux density at 21{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	Jmag	(F7.2)	? 2MASS J magnitude if within 3" (1)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.2)	? 2MASS H magnitude if within 3" (1)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.2)	? 2MASS Ks magnitude if within 3" (1)	[ucd=phot.mag;em.IR.K]
#Column	2MASS	(a5)	Display the 2MASS (Cat. II/246) sources within a 10-arcsec radius	[ucd=meta.ref.url]
#Column	MSX	(A3)	Display the MSX6C (Cat. V/114) sources within a 15-arcsec radius	[ucd=meta.ref.url]
#Column	GLON	(F7.3)	Galactic longitude in range [0,360]{deg} (the original table contained negative longitudes)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Vout	(F6.3)	Outflow velocity	[ucd=phys.veloc]
#Column	Sblue	(F7.3)	Blue peak flux density	[ucd=phot.flux.density;em.IR]
#Column	Sred	(F7.3)	Red peak flux density	[ucd=phot.flux.density;em.IR]
#Column	vla	(A24)	VLA spectrum name (vla/spectrumname)	[ucd=meta.id;meta.file]
#Column	atca	(A25)	ATCA spectrum name (atca/spectrumname)	[ucd=meta.id;meta.file]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	n_Name	Name	Vlsr	Vexp	IRAS	NIRAS	S12um	S25um	S60um	S100um	S4um	S8um	S12umM	S15um	S21um	Jmag	Hmag	Kmag	2MASS	MSX	GLON	GLAT	Vout	Sblue	Sred	vla	atca	_RA.icrs	_DE.icrs
17 56 04.54	-30 52 55.6	 	OH359.486-02.942	 284.2	12.4	17528-3052	  0.63	   5.71	   9.44	    3.68	  -96.93	      	      	       	       	       	 -14.33	 -13.42	  10.90	2MASS	MSX	359.486	-02.942	12.400	  0.397	  0.286	vla/OH359.486-02.942.dat	                         	269.0189	-30.8821
17 56 04.72	-27 08 37.9	 	OH002.721-01.065	-123.5	10.9	17529-2708	  0.16	   2.79	   3.36	  -17.98	 -198.80	 -8.75	  2.55	   3.40	   2.83	   4.42	       	       	       	2MASS	MSX	002.721	-01.065	10.900	  0.421	  0.465	vla/OH002.721-01.065.dat	                         	269.0197	-27.1439
17 56 22.14	-22 37 34.9	 	OH006.659+01.150	 -80.4	16.1	17532-2237	  1.63	       	       	        	        	 -9.67	  2.47	   3.84	   5.78	   6.82	       	       	       	2MASS	MSX	006.659	+01.150	16.100	  0.458	  0.396	vla/OH006.659+01.150.dat	                         	269.0923	-22.6264
17 56 36.45	-25 04 47.5	 	OH004.565-00.130	 -98.7	16.8	17535-2504	  0.28	   4.65	  -8.91	 -175.60	 -905.70	 -9.38	  4.86	   6.80	   8.40	   7.98	 -14.45	 -12.53	   9.82	2MASS	MSX	004.565	-00.130	16.800	  0.485	  0.244	vla/OH004.565-00.130.dat	                         	269.1519	-25.0799
17 56 48.97	-25 48 33.0	 	OH003.958-00.537	 -13.3	 0.0	17536-2548	  1.12	   5.70	   3.62	  -15.21	   76.82	      	      	       	       	       	   6.72	   5.55	   4.80	2MASS	MSX	003.958	-00.537	 0.000	  0.552	  0.000	vla/OH003.958-00.537.dat	                         	269.2041	-25.8092
17 57 03.19	-24 40 50.4	V	OH004.961-00.017	 -53.3	21.5	17539-2440	  0.73	   3.22	   4.62	  -15.77	 -220.60	 -9.25	  5.22	   6.82	   8.01	   7.27	 -16.86	 -14.04	  10.94	2MASS	MSX	004.961	-00.017	21.500	  0.300	  0.600	vla/OH004.961-00.017.dat	                         	269.2633	-24.6807
17 57 11.35	-27 54 18.4	 	OH002.186-01.660	 -72.8	17.5	17540-2753	  2.26	       	       	        	        	 -9.25	 -0.10	   1.56	   3.32	  10.90	  12.38	  10.92	  10.00	2MASS	MSX	002.186	-01.660	17.500	  2.618	  4.121	vla/OH002.186-01.660.dat	                         	269.2973	-27.9051
17 57 29.49	-25 44 03.5	 	OH004.099-00.631	 -65.1	18.3	17544-2543	  0.36	  11.29	  13.43	   16.53	 -206.10	      	      	       	       	       	  12.83	   9.27	   6.90	2MASS	MSX	004.099	-00.631	18.300	  0.724	  0.694	vla/OH004.099-00.631.dat	                         	269.3729	-25.7343
17 57 29.98	-19 00 07.6	 	OH009.930+02.737	 195.6	 0.0	17545-1900	  3.15	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	009.930	+02.737	 0.000	  0.388	  0.000	vla/OH009.930+02.737.dat	                         	269.3749	-19.0021
17 57 33.63	-31 03 03.0	 	OH359.499-03.302	 121.4	 0.0	17543-3102	  0.50	   2.76	  21.87	   24.44	  -71.27	      	      	       	       	       	       	       	       	2MASS	MSX	359.499	-03.302	 0.000	  3.353	  0.000	vla/OH359.499-03.302.dat	                         	269.3901	-31.0508
17 57 37.52	-25 13 00.8	 	OH004.562-00.398	-123.5	22.6	17545-2512	  0.02	  20.73	  37.58	   18.28	 -182.10	      	      	       	       	       	 -15.92	  13.58	   8.68	2MASS	MSX	004.562	-00.398	22.600	  1.167	  1.204	vla/OH004.562-00.398.dat	                         	269.4063	-25.2169
17 57 41.32	-28 18 00.2	 	OH001.899-01.953	 127.2	 0.0	17545-2817	  0.91	   2.63	   3.16	  -13.50	 -161.30	 -9.25	  3.18	   3.31	   2.96	   3.17	 -13.97	  10.85	   8.62	2MASS	MSX	001.899	-01.953	 0.000	  0.207	  0.000	vla/OH001.899-01.953.dat	                         	269.4222	-28.3001
17 57 52.20	-28 39 19.1	 	OH001.611-02.165	 365.2	 0.0	17543-2837	 16.06	       	       	        	        	      	      	       	       	       	  12.81	  11.90	  11.60	2MASS	MSX	001.611	-02.165	 0.000	  0.315	  0.000	vla/OH001.611-02.165.dat	                         	269.4675	-28.6553
17 57 58.08	-27 53 20.7	 	OH002.286-01.801	-185.2	16.1	17548-2753	  0.27	   1.27	  16.95	   21.95	 -174.90	 -9.25	  0.20	  -1.37	   3.41	  12.91	 -15.22	  12.83	  11.46	2MASS	MSX	002.286	-01.801	16.100	  0.575	  1.419	vla/OH002.286-01.801.dat	                         	269.4920	-27.8891
17 58 04.87	-21 21 07.4	V	OH007.961+01.445	 -21.5	12.4	17550-2120	  0.43	   5.38	  21.08	   30.81	  -43.64	 -9.67	  1.20	   4.84	  11.41	  16.85	  15.05	  13.85	  13.22	2MASS	MSX	007.961	+01.445	12.400	  3.800	  4.300	vla/OH007.961+01.445.dat	atca/OH007.961+01.445.dat	269.5203	-21.3521
17 58 17.61	-23 39 15.8	V	OH005.991+00.252	  98.8	 5.7	17552-2339	  0.34	   9.06	   9.25	  -18.90	  -45.55	 -9.25	  6.41	   8.56	   7.69	   9.92	  10.83	   8.48	   6.88	2MASS	MSX	005.991	+00.252	 5.700	  2.300	  1.700	vla/OH005.991+00.252.dat	atca/OH005.991+00.252.dat	269.5734	-23.6544
17 58 29.08	-27 52 01.8	 	OH002.362-01.889	   0.2	10.2	17553-2751	  0.46	  19.64	  12.16	   -2.74	 -231.50	 -9.25	 12.82	  13.54	   9.21	  11.93	   7.59	   6.04	   4.99	2MASS	MSX	002.362	-01.889	10.200	  0.582	  0.308	vla/OH002.362-01.889.dat	                         	269.6212	-27.8672
17 58 31.67	-28 16 25.8	 	OH002.014-02.100	 298.8	 5.1	17554-2816	  1.57	       	       	        	        	 -9.21	  1.87	   2.85	   3.76	   4.05	 -14.02	  11.36	   8.94	2MASS	MSX	002.014	-02.100	 5.100	  0.413	  0.417	vla/OH002.014-02.100.dat	                         	269.6320	-28.2738
17 58 46.24	-19 13 27.4	 	OH009.887+02.366	 -64.3	 0.0	17558-1913	  0.68	  43.93	  30.05	    5.54	  -24.11	      	      	       	       	       	   5.88	       	       	2MASS	MSX	009.887	+02.366	 0.000	  0.480	  0.000	vla/OH009.887+02.366.dat	                         	269.6927	-19.2243
17 58 50.44	-26 53 06.8	 	OH003.253-01.468	 185.6	17.5	17557-2652	  0.04	   5.34	  10.05	    4.33	 -271.60	 -8.75	  8.62	  10.62	  12.56	  15.68	 -14.27	 -12.89	  10.63	2MASS	MSX	003.253	-01.468	17.500	  0.237	  0.226	vla/OH003.253-01.468.dat	                         	269.7102	-26.8852
17 59 03.42	-27 56 31.6	 	OH002.360-02.036	 -26.8	12.4	17559-2756	  0.44	   4.01	   4.03	  -14.55	 -258.50	      	      	       	       	       	  13.65	  10.63	   8.38	2MASS	MSX	002.360	-02.036	12.400	  0.216	  0.157	vla/OH002.360-02.036.dat	                         	269.7643	-27.9421
17 59 04.92	-20 27 23.9	V	OH008.854+01.689	 204.3	13.6	17560-2027	  0.35	   1.59	  15.32	   17.79	  -40.99	      	      	       	       	       	  13.40	  12.23	  11.43	2MASS	MSX	008.854	+01.689	13.600	  3.000	  1.600	vla/OH008.854+01.689.dat	atca/OH008.854+01.689.dat	269.7705	-20.4566
17 59 06.24	-28 49 07.7	 	OH001.604-02.481	 -40.0	16.8	17559-2848	  0.25	  29.28	  27.49	    5.42	 -119.60	 -9.13	 26.38	  33.55	  28.66	  33.25	  11.08	   8.56	   6.80	2MASS	MSX	001.604	-02.481	16.800	  0.280	  0.708	vla/OH001.604-02.481.dat	                         	269.7760	-28.8188
17 59 11.82	-19 45 23.6	V	OH009.475+02.014	 -19.3	17.0	17562-1945	  0.54	   9.16	  10.80	   -3.49	  -29.51	 -8.34	  3.84	   5.88	   5.52	   7.54	 -16.55	  13.52	  10.50	2MASS	MSX	009.475	+02.014	17.000	  0.100	  0.100	vla/OH009.475+02.014.dat	                         	269.7992	-19.7566
18 00 11.97	-29 47 24.5	 	OH000.878-03.170	  32.3	11.7	17570-2947	  0.14	  21.34	  19.42	    3.35	  -80.56	 -9.63	  9.44	  10.55	   8.69	  13.61	       	       	       	2MASS	MSX	000.878	-03.170	11.700	  0.461	  0.738	vla/OH000.878-03.170.dat	                         	270.0499	-29.7901
18 00 25.50	-26 28 22.0	 	OH003.787-01.570	  62.3	 9.5	17573-2628	  0.35	  -2.45	   2.94	  -20.63	 -446.60	      	      	       	       	       	       	       	       	2MASS	MSX	003.787	-01.570	 9.500	  0.848	  1.667	vla/OH003.787-01.570.dat	                         	270.1062	-26.4728
18 00 30.30	-24 04 01.4	V	OH005.885-00.392	  -7.9	14.8	17574-2403	  1.64	       	       	        	        	 -8.79	 26.99	 153.50	 318.37	1162.80	       	       	       	2MASS	MSX	005.885	-00.392	14.800	  5.300	  1.200	vla/OH005.885-00.392.dat	atca/OH005.885-00.392.dat	270.1263	-24.0671
18 00 49.48	-26 53 14.5	 	OH003.471-01.853	 138.9	 0.0	17576-2653	  0.29	   2.82	  16.15	    5.75	 -288.20	 -9.25	  0.97	   2.39	   4.53	  13.87	       	       	       	2MASS	MSX	003.471	-01.853	 0.000	  0.417	  0.000	vla/OH003.471-01.853.dat	                         	270.2062	-26.8874
18 01 01.78	-23 24 40.6	V	OH006.514-00.171	 103.3	10.2	17579-2324	  0.21	   3.81	  -7.88	  -16.97	-2904.00	 -9.25	  2.61	   3.47	   4.29	   4.31	  15.22	  11.80	   9.06	2MASS	MSX	006.514	-00.171	10.200	  0.600	  0.700	vla/OH006.514-00.171.dat	atca/OH006.514-00.171.dat	270.2574	-23.4113
18 01 10.78	-27 07 28.0	 	OH003.304-02.039	 -32.7	12.4	17580-2707	  0.90	  -2.21	  11.52	   15.52	 -211.00	 -9.21	 -0.09	  -1.29	   1.57	   9.22	       	       	       	2MASS	MSX	003.304	-02.039	12.400	  2.450	  1.382	vla/OH003.304-02.039.dat	                         	270.2949	-27.1244
18 01 21.38	-26 19 37.3	 	OH004.017-01.679	 174.7	11.0	17582-2619	  0.11	   1.38	   9.28	    7.92	 -293.30	 -9.25	  0.34	   1.80	   3.31	   7.42	       	       	       	2MASS	MSX	004.017	-01.679	11.000	  1.022	  0.904	vla/OH004.017-01.679.dat	                         	270.3391	-26.3270
18 01 46.16	-26 51 31.8	D	OH003.600-02.022	 -37.8	10.2	17586-2651	  0.21	   4.43	   5.14	   -6.20	 -255.60	 -9.25	  4.81	   5.15	   4.49	   6.10	       	       	       	2MASS	MSX	003.600	-02.022	10.200	  0.257	  0.300	vla/OH003.600-02.022.dat	                         	270.4423	-26.8588
18 01 51.97	-24 00 09.1	D	OH006.095-00.630	 102.2	13.6	17579-2359	  9.34	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	006.095	-00.630	13.600	  3.000	  0.200	vla/OH006.095-00.630.dat	atca/OH006.095-00.630.dat	270.4665	-24.0025
18 02 01.87	-21 01 10.9	D	OH008.707+00.811	 -56.3	15.3	17590-2101	  0.19	   3.39	  10.03	  -44.50	 -403.00	 -9.13	  1.17	   2.39	   5.09	   5.14	  14.77	  13.81	  13.44	2MASS	MSX	008.707	+00.811	15.300	  0.867	  0.374	vla/OH008.707+00.811.dat	                         	270.5078	-21.0197
18 02 25.26	-22 00 59.1	D	OH007.885+00.240	  18.2	15.9	17594-2201	  0.06	  12.94	  19.09	  -31.97	 -471.50	 10.98	 18.40	  23.60	  24.71	  29.64	 -16.08	  11.36	   8.09	2MASS	MSX	007.885	+00.240	15.900	  0.600	  0.300	vla/OH007.885+00.240.dat	                         	270.6053	-22.0164
18 02 26.75	-19 38 12.3	D	OH009.958+01.409	 194.1	12.4	17594-1938	  0.22	   4.05	   5.99	   -6.76	  -63.03	      	      	       	       	       	 -14.66	  13.43	  10.58	2MASS	MSX	009.958	+01.409	12.400	  0.100	  0.300	vla/OH009.958+01.409.dat	                         	270.6114	-19.6368
18 02 27.17	-27 21 55.2	D	OH003.234-02.404	 -32.7	12.4	17593-2721	  0.26	  -1.89	  17.56	   24.26	 -215.70	 -8.54	 -0.08	  -1.20	   1.67	  12.93	       	       	       	2MASS	MSX	003.234	-02.404	12.400	  3.969	  0.227	vla/OH003.234-02.404.dat	                         	270.6132	-27.3653
18 02 33.41	-28 53 57.0	D	OH001.908-03.178	-125.4	 0.0	17593-2854	  0.17	   6.38	   7.28	    3.34	  -89.47	 -9.63	  6.23	   8.18	   7.37	   8.89	       	       	       	2MASS	MSX	001.908	-03.178	 0.000	  0.372	  0.000	vla/OH001.908-03.178.dat	                         	270.6392	-28.8992
18 02 39.12	-23 22 03.4	D	OH006.736-00.473	 -47.6	 8.0	17596-2322	  0.35	  14.02	   8.99	    8.53	 -481.00	 -8.79	 10.57	  11.20	   7.46	   7.78	   6.52	       	       	2MASS	MSX	006.736	-00.473	 8.000	  0.320	  0.651	vla/OH006.736-00.473.dat	                         	270.6630	-23.3676
18 02 48.15	-22 27 38.9	D	OH007.542-00.056	  17.0	21.5	17598-2227	  0.43	   1.88	   2.19	  -22.61	 -366.30	 -9.25	  1.22	   1.81	   2.03	   2.85	 -17.37	  11.35	   8.18	2MASS	MSX	007.542	-00.056	21.500	  0.300	  0.300	vla/OH007.542-00.056.dat	                         	270.7006	-22.4608
18 03 03.79	-21 07 34.8	D	OH008.733+00.549	  41.5	12.4	18001-2107	  1.28	  -4.36	   3.86	   15.20	 -384.90	      	      	       	       	       	       	       	       	2MASS	MSX	008.733	+00.549	12.400	  0.483	  0.322	vla/OH008.733+00.549.dat	                         	270.7658	-21.1263
18 03 07.93	-25 18 57.7	D	OH005.094-01.528	 -32.7	 5.1	18000-2519	  0.64	   7.63	   4.33	  -35.83	 -336.20	      	      	       	       	       	       	       	       	2MASS	MSX	005.094	-01.528	 5.100	  0.445	  0.688	vla/OH005.094-01.528.dat	                         	270.7830	-25.3160
18 03 36.86	-17 34 01.9	D	OH011.897+02.186	  23.9	 5.7	18006-1734	  0.12	   6.05	  15.53	    9.62	  -29.46	 -8.34	  4.04	   8.03	  10.73	  14.30	  13.33	  11.85	  10.52	2MASS	MSX	011.897	+02.186	 5.700	  0.900	  1.400	vla/OH011.897+02.186.dat	                         	270.9036	-17.5672
18 03 38.86	-18 41 08.2	D	OH010.926+01.630	 129.4	15.9	18007-1841	  1.57	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	010.926	+01.630	15.900	  0.600	  0.400	vla/OH010.926+01.630.dat	                         	270.9119	-18.6856
18 03 43.75	-25 28 33.3	D	OH005.021-01.724	 137.4	 0.0	18006-2528	  2.31	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	005.021	-01.724	 0.000	  0.708	  0.000	vla/OH005.021-01.724.dat	                         	270.9323	-25.4759
18 03 55.76	-21 31 38.9	D	OH008.483+00.176	 197.4	 4.6	18004-2131	 11.64	       	       	        	        	 -9.13	  0.32	  -1.35	  -1.03	  -2.60	       	       	       	2MASS	MSX	008.483	+00.176	 4.600	  1.700	  0.300	vla/OH008.483+00.176.dat	atca/OH008.483+00.176.dat	270.9824	-21.5275
18 04 01.16	-24 07 07.5	D	OH006.236-01.115	  44.3	19.3	18009-2407	  1.43	 -49.56	  64.55	 -513.50	-1307.00	 -8.75	 19.55	  33.67	  41.71	  51.40	       	       	       	2MASS	MSX	006.236	-01.115	19.300	  0.600	  2.000	vla/OH006.236-01.115.dat	                         	271.0048	-24.1188
18 04 17.38	-21 31 02.4	D	OH008.533+00.108	  43.2	18.1	18012-2131	  0.29	   5.87	   9.79	  -25.83	 -204.00	 -9.25	  2.42	   4.58	   5.79	   6.42	       	       	       	2MASS	MSX	008.533	+00.108	18.100	  0.400	  0.400	vla/OH008.533+00.108.dat	atca/OH008.533+00.108.dat	271.0724	-21.5173
18 04 25.94	-26 43 46.1	D	OH004.005-02.476	 257.2	 0.0	18016-2646	 32.82	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	004.005	-02.476	 0.000	  0.320	  0.000	vla/OH004.005-02.476.dat	                         	271.1081	-26.7295
18 04 45.64	-27 43 14.1	D	OH003.175-03.024	  72.5	11.0	18016-2743	  0.29	   3.02	   7.15	    3.07	 -131.80	 -8.96	  3.68	   4.48	   6.76	   9.22	       	       	       	2MASS	MSX	003.175	-03.024	11.000	  0.716	  0.548	vla/OH003.175-03.024.dat	                         	271.1901	-27.7206
18 04 57.38	-22 15 50.9	D	OH007.958-00.393	 -31.8	 0.0	18019-2216	  0.98	  -3.88	   4.64	  -45.36	 -260.80	 -8.79	 -0.09	  -1.37	  -1.03	   3.14	       	       	       	2MASS	MSX	007.958	-00.393	 0.000	  1.000	  0.000	vla/OH007.958-00.393.dat	atca/OH007.958-00.393.dat	271.2391	-22.2641
18 05 08.69	-20 22 15.6	D	OH009.630+00.496	 -63.6	13.9	18021-2022	  0.13	  12.59	  14.90	  -10.05	  -92.54	 -9.13	  6.68	   8.24	   7.55	   9.93	       	       	       	2MASS	MSX	009.630	+00.496	13.900	  0.796	  1.813	vla/OH009.630+00.496.dat	                         	271.2862	-20.3710
18 05 23.40	-24 34 47.0	D	OH005.987-01.613	   0.2	 0.0	18022-2434	  6.48	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	005.987	-01.613	 0.000	  0.382	  0.000	vla/OH005.987-01.613.dat	                         	271.3475	-24.5797
18 05 35.25	-23 54 21.5	D	OH006.597-01.323	  -2.7	10.2	18025-2354	  0.27	   6.63	   8.88	  -33.38	 -288.20	      	      	       	       	       	       	       	       	2MASS	MSX	006.597	-01.323	10.200	  0.671	  0.800	vla/OH006.597-01.323.dat	                         	271.3969	-23.9060
18 05 35.30	-21 13 42.3	D	OH008.933-00.014	  34.0	 4.6	18025-2113	  0.47	 177.60	 152.30	   38.36	 -511.70	      	      	       	       	       	       	       	       	2MASS	MSX	008.933	-00.014	 4.600	  0.500	  0.300	vla/OH008.933-00.014.dat	                         	271.3971	-21.2284
18 05 44.66	-21 13 37.2	D	OH008.952-00.045	 -29.5	11.4	18025-2113	  6.66	       	       	        	        	 10.76	  3.91	   4.72	   4.55	   7.54	       	       	       	2MASS	MSX	008.952	-00.045	11.400	  0.300	  0.400	vla/OH008.952-00.045.dat	atca/OH008.952-00.045.dat	271.4361	-21.2270
18 05 48.04	-23 14 07.8	D	OH007.206-01.038	 -11.4	18.1	18027-2314	  0.11	  21.22	  21.54	    9.81	 -261.90	      	      	       	       	       	       	       	       	2MASS	MSX	007.206	-01.038	18.100	  1.100	  0.900	vla/OH007.206-01.038.dat	atca/OH007.206-01.038.dat	271.4501	-23.2355
18 05 53.76	-20 48 28.1	D	OH009.335+00.129	  19.2	14.8	18029-2048	  0.66	  17.65	  16.52	  -28.85	  -64.23	 -9.25	 12.12	  16.34	  13.78	  18.85	       	       	       	2MASS	MSX	009.335	+00.129	14.800	  0.700	  0.300	vla/OH009.335+00.129.dat	                         	271.4740	-20.8078
18 05 57.08	-19 54 01.8	D	OH010.133+00.561	 -74.6	11.7	18029-1954	  0.57	   6.60	   8.10	   -6.48	  -72.59	 -9.25	  4.90	   7.73	   6.69	   7.99	       	       	       	2MASS	MSX	010.133	+00.561	11.700	  0.400	  0.888	vla/OH010.133+00.561.dat	                         	271.4878	-19.9005
18 06 10.91	-21 14 21.8	D	OH008.991-00.140	  62.5	14.8	18031-2114	  1.68	       	       	        	        	 -9.25	 -0.09	  -1.49	   1.14	  -2.99	       	       	       	2MASS	MSX	008.991	-00.140	14.800	  0.400	  0.100	vla/OH008.991-00.140.dat	                         	271.5454	-21.2394
18 06 22.67	-21 11 25.7	D	OH009.056-00.156	 -49.9	15.9	18033-2111	  0.22	   9.75	  20.84	    9.20	 -287.50	 -9.25	  4.04	   5.31	   8.92	   9.46	       	       	       	2MASS	MSX	009.056	-00.156	15.900	  0.400	  0.900	vla/OH009.056-00.156.dat	                         	271.5945	-21.1905
18 06 33.36	-27 07 51.4	D	OH003.885-03.085	-195.4	 0.0	18034-2708	  0.44	   1.27	   1.62	   -9.94	 -117.10	      	      	       	       	       	  11.20	   9.74	   8.67	2MASS	MSX	003.885	-03.085	 0.000	  0.301	  0.000	vla/OH003.885-03.085.dat	                         	271.6390	-27.1309
18 07 20.56	-25 17 20.0	D	OH005.583-02.345	  52.2	15.9	18042-2517	  0.26	  12.86	  10.44	   -9.21	 -125.10	 -8.54	 15.45	  18.06	  12.93	  14.84	   9.19	   6.84	   5.34	2MASS	MSX	005.583	-02.345	15.900	  0.200	  0.300	vla/OH005.583-02.345.dat	                         	271.8357	-25.2889
18 07 20.87	-21 16 10.8	D	OH009.097-00.392	  87.3	14.8	18043-2116	  0.37	  -6.60	   6.76	   16.60	 -236.90	 -8.79	  0.43	   1.98	   4.63	   5.07	       	       	       	2MASS	MSX	009.097	-00.392	14.800	  7.600	  0.300	vla/OH009.097-00.392.dat	atca/OH009.097-00.392.dat	271.8370	-21.2697
18 07 22.43	-21 30 56.5	D	OH008.885-00.517	 192.9	15.9	18042-2131	  3.92	       	       	        	        	 -8.79	  3.59	   2.87	   4.00	   3.28	       	       	       	2MASS	MSX	008.885	-00.517	15.900	  0.400	  0.900	vla/OH008.885-00.517.dat	                         	271.8435	-21.5157
18 07 28.73	-23 23 48.0	D	OH007.253-01.453	 161.5	12.4	18044-2324	  0.53	   4.18	   5.34	  -20.49	 -232.80	 -8.75	  3.83	   5.23	   5.02	   5.78	 -15.80	  12.19	  10.02	2MASS	MSX	007.253	-01.453	12.400	  0.849	  0.309	vla/OH007.253-01.453.dat	                         	271.8697	-23.3967
18 07 41.07	-23 21 40.2	D	OH007.307-01.477	 -32.9	17.0	18046-2322	  0.22	  24.88	  19.96	  -20.73	 -239.60	  8.16	 11.90	  13.50	  11.84	  14.13	   9.85	   8.01	   6.30	2MASS	MSX	007.307	-01.477	17.000	  0.100	  0.200	vla/OH007.307-01.477.dat	atca/OH007.307-01.477.dat	271.9211	-23.3612
